2,3,6,1.1767,0.9625,0.6212,0.2789,2.521,3.0393000000000003,5.56
2,5,10,1.6512,1.4231,0.6453,0.4649,2.5393,4.1845,6.724
2,7,14,1.9738,1.8836,0.6694,0.6508,2.5576,5.1776,7.735
2,8,16,2.1824,2.1139,0.6815,0.7438,2.5667,5.7216000000000005,8.288
2,10,20,2.3441,2.5745,0.7056,0.9298,2.585,6.554,9.139
3,3,9,1.5346,1.3079,0.6393,0.4184,2.5347,3.9002000000000003,6.435
3,4,12,1.762,1.6534,0.6573,0.5579,2.5484,4.6306,7.179
3,5,15,2.0785,1.9988,0.6754,0.6973,2.5622,5.45,8.012
3,7,21,2.4354,2.6896,0.7116,0.9762,2.5896,6.812799999999999,9.402
3,8,24,2.7068,3.0351,0.7297,1.1157,2.6033,7.587299999999999,10.191
3,9,27,2.9745,3.3805,0.7478,1.2552,2.617,8.358,10.975
3,10,30,3.1147,3.7259,0.7659,1.3946,2.6308,9.001100000000001,11.632
4,4,16,2.1824,2.1139,0.6815,0.7438,2.5667,5.7216000000000005,8.288
4,7,28,3.063,3.4956,0.7538,1.3017,2.6216,8.6141,11.236
4,8,32,3.2827,3.9562,0.7779,1.4876,2.6399,9.5044,12.144
4,9,36,3.6153,4.4168,0.8021,1.6736,2.6582,10.5078,13.166
4,10,40,3.9437,4.8773,0.8262,1.8595,2.6765,11.5067,14.183
4,12,48,4.3072,5.7985,0.8744,2.2314,2.7131,13.211499999999997,15.925
5,3,15,2.0785,1.9988,0.6754,0.6973,2.5622,5.45,8.012
5,8,40,3.9437,4.8773,0.8262,1.8595,2.6765,11.5067,14.183
5,9,45,4.349,5.453,0.8563,2.092,2.6994,12.7503,15.45
5,10,50,4.457,6.0287,0.8865,2.3244,2.7222,13.6966,16.419
5,12,60,5.1966,7.1802,0.9468,2.7893,2.768,16.1129,18.881
5,13,65,5.561,7.7559,0.9769,3.0217,2.7909,17.3155,20.106
6,3,18,2.1598,2.3442,0.6935,0.8368,2.5759,6.0343,8.61
6,6,36,3.6153,4.4168,0.8021,1.6736,2.6582,10.5078,13.166
6,7,42,4.1065,5.1076,0.8382,1.9525,2.6856,12.0048,14.69
6,9,54,4.7547,6.4893,0.9106,2.5104,2.7405,14.665000000000001,17.405
6,11,66,5.6334,7.871,0.9829,3.0682,2.7954,17.555500000000002,20.351
7,5,35,3.5326,4.3016,0.796,1.6271,2.6536,10.257299999999999,12.911
7,7,49,4.3822,5.9136,0.8804,2.2779,2.7177,13.4541,16.172
7,8,56,4.9026,6.7196,0.9226,2.6033,2.7497,15.1481,17.898
7,9,63,5.4156,7.5256,0.9648,2.9287,2.7817,16.8347,19.616
7,10,70,5.9221,8.3316,1.0071,3.2542,2.8137,18.515,21.329
8,4,32,3.2827,3.9562,0.7779,1.4876,2.6399,9.5044,12.144
8,5,40,3.9437,4.8773,0.8262,1.8595,2.6765,11.5067,14.183
8,6,48,4.3072,5.7985,0.8744,2.2314,2.7131,13.211499999999997,15.925
